input_node,neighbor_node,weight
198,1699,0.11764705882352941
198,1705,0.058823529411764705
198,1707,0.029411764705882353
198,1710,0.058823529411764705
198,1728,0.11764705882352941
198,1734,0.11764705882352941
198,1758,0.11764705882352941
198,1765,0.11764705882352941
198,1780,0.029411764705882353
198,1817,0.058823529411764705
198,1831,0.11764705882352941
199,1695,0.08333333333333333
199,1705,0.16666666666666666
199,1708,0.08333333333333333
199,1715,0.16666666666666666
199,1749,0.16666666666666666
199,1755,0.08333333333333333
199,1768,0.16666666666666666
199,1788,0.08333333333333333
200,1695,0.06666666666666667
200,1705,0.13333333333333333
200,1710,0.06666666666666667
200,1743,0.06666666666666667
200,1752,0.06666666666666667
200,1775,0.06666666666666667
200,1780,0.13333333333333333
200,1843,0.2
200,1852,0.2
201,1695,0.006329113924050633
201,1705,0.012658227848101266
201,1707,0.056962025316455694
201,1710,0.012658227848101266
201,1715,0.012658227848101266
201,1718,0.06329113924050633
201,1720,0.06329113924050633
201,1744,0.06329113924050633
201,1747,0.06962025316455696
201,1753,0.012658227848101266
201,1760,0.05063291139240506
201,1763,0.0759493670886076
201,1766,0.06329113924050633
201,1776,0.006329113924050633
201,1777,0.06962025316455696
201,1780,0.012658227848101266
201,1782,0.012658227848101266
201,1787,0.04430379746835443
201,1789,0.012658227848101266
201,1796,0.0189873417721519
201,1799,0.02531645569620253
201,1802,0.06329113924050633
201,1817,0.012658227848101266
201,1821,0.05063291139240506
201,1822,0.0189873417721519
201,1824,0.02531645569620253
201,1845,0.06329113924050633
202,1695,0.04
202,1699,0.08
202,1706,0.08
202,1710,0.04
202,1722,0.08
202,1729,0.08
202,1733,0.08
202,1735,0.08
202,1743,0.04
202,1744,0.08
202,1753,0.08
202,1780,0.08
202,1800,0.08
202,1804,0.08
203,1695,0.03125
203,1698,0.03125
203,1705,0.09375
203,1710,0.0625
203,1715,0.0625
203,1720,0.0625
203,1730,0.03125
203,1747,0.0625
203,1749,0.0625
203,1759,0.09375
203,1769,0.09375
203,1775,0.03125
203,1780,0.0625
203,1782,0.0625
203,1807,0.09375
203,1817,0.0625
204,1695,0.007194244604316547
204,1698,0.007194244604316547
204,1699,0.050359712230215826
204,1706,0.05755395683453238
204,1707,0.02158273381294964
204,1712,0.05755395683453238
204,1717,0.05755395683453238
204,1728,0.05755395683453238
204,1730,0.05755395683453238
204,1734,0.05755395683453238
204,1746,0.014388489208633094
204,1747,0.05755395683453238
204,1763,0.02877697841726619
204,1780,0.007194244604316547
204,1785,0.05755395683453238
204,1789,0.05755395683453238
204,1793,0.05755395683453238
204,1796,0.050359712230215826
204,1801,0.02877697841726619
204,1805,0.05755395683453238
204,1822,0.04316546762589928
204,1843,0.050359712230215826
204,1845,0.05755395683453238
205,1695,0.02564102564102564
205,1705,0.15384615384615385
205,1742,0.15384615384615385
205,1743,0.02564102564102564
205,1760,0.15384615384615385
205,1780,0.07692307692307693
205,1806,0.1282051282051282
205,1819,0.1282051282051282
205,1831,0.15384615384615385
206,1695,0.125
206,1699,0.25
206,1702,0.25
206,1736,0.125
206,1750,0.25
207,1695,0.02564102564102564
207,1698,0.02564102564102564
207,1699,0.07692307692307693
207,1701,0.05128205128205128
207,1703,0.07692307692307693
207,1708,0.05128205128205128
207,1714,0.10256410256410256
207,1715,0.02564102564102564
207,1735,0.07692307692307693
207,1740,0.07692307692307693
207,1749,0.02564102564102564
207,1753,0.02564102564102564
207,1766,0.07692307692307693
207,1780,0.07692307692307693
207,1782,0.02564102564102564
207,1796,0.02564102564102564
207,1835,0.10256410256410256
207,1836,0.02564102564102564
207,1845,0.02564102564102564
208,1695,0.07142857142857142
208,1699,0.14285714285714285
208,1701,0.14285714285714285
208,1705,0.14285714285714285
208,1707,0.14285714285714285
208,1717,0.14285714285714285
208,1736,0.07142857142857142
208,1780,0.14285714285714285
209,1695,0.008849557522123894
209,1703,0.061946902654867256
209,1705,0.061946902654867256
209,1706,0.061946902654867256
209,1709,0.061946902654867256
209,1714,0.017699115044247787
209,1717,0.061946902654867256
209,1720,0.035398230088495575
209,1731,0.061946902654867256
209,1736,0.008849557522123894
209,1739,0.061946902654867256
209,1744,0.061946902654867256
209,1747,0.017699115044247787
209,1748,0.061946902654867256
209,1752,0.061946902654867256
209,1773,0.02654867256637168
209,1777,0.017699115044247787
209,1786,0.017699115044247787
209,1799,0.04424778761061947
209,1815,0.061946902654867256
209,1817,0.061946902654867256
209,1835,0.061946902654867256
210,1695,0.011764705882352941
210,1696,0.023529411764705882
210,1699,0.058823529411764705
210,1702,0.058823529411764705
210,1706,0.058823529411764705
210,1710,0.058823529411764705
210,1712,0.058823529411764705
210,1714,0.058823529411764705
210,1717,0.058823529411764705
210,1730,0.058823529411764705
210,1736,0.011764705882352941
210,1738,0.023529411764705882
210,1746,0.058823529411764705
210,1763,0.023529411764705882
210,1773,0.023529411764705882
210,1777,0.047058823529411764
210,1783,0.058823529411764705
210,1785,0.058823529411764705
210,1786,0.023529411764705882
210,1787,0.03529411764705882
210,1793,0.058823529411764705
210,1815,0.03529411764705882
210,1842,0.03529411764705882
211,1695,0.008547008547008548
211,1696,0.02564102564102564
211,1699,0.042735042735042736
211,1708,0.042735042735042736
211,1709,0.042735042735042736
211,1710,0.042735042735042736
211,1720,0.042735042735042736
211,1728,0.042735042735042736
211,1733,0.042735042735042736
211,1736,0.008547008547008548
211,1746,0.042735042735042736
211,1747,0.042735042735042736
211,1752,0.042735042735042736
211,1756,0.017094017094017096
211,1773,0.02564102564102564
211,1775,0.042735042735042736
211,1782,0.042735042735042736
211,1786,0.008547008547008548
211,1790,0.042735042735042736
211,1792,0.042735042735042736
211,1793,0.042735042735042736
211,1799,0.02564102564102564
211,1808,0.042735042735042736
211,1815,0.042735042735042736
211,1817,0.042735042735042736
211,1821,0.017094017094017096
211,1845,0.042735042735042736
211,1849,0.008547008547008548
211,1854,0.042735042735042736
212,1695,0.016666666666666666
212,1699,0.05
212,1703,0.05
212,1705,0.05
212,1707,0.05
212,1709,0.05
212,1713,0.05
212,1715,0.05
212,1725,0.05
212,1733,0.05
212,1734,0.05
212,1736,0.016666666666666666
212,1740,0.016666666666666666
212,1744,0.05
212,1749,0.05
212,1752,0.05
212,1766,0.05
212,1780,0.05
212,1782,0.05
212,1793,0.05
212,1811,0.05
212,1854,0.05
213,1695,0.022727272727272728
213,1698,0.022727272727272728
213,1699,0.045454545454545456
213,1701,0.06818181818181818
213,1705,0.045454545454545456
213,1708,0.022727272727272728
213,1710,0.045454545454545456
213,1722,0.06818181818181818
213,1728,0.06818181818181818
213,1734,0.06818181818181818
213,1735,0.045454545454545456
213,1737,0.022727272727272728
213,1744,0.045454545454545456
213,1746,0.045454545454545456
213,1748,0.06818181818181818
213,1758,0.022727272727272728
213,1764,0.06818181818181818
213,1775,0.045454545454545456
213,1789,0.06818181818181818
213,1792,0.022727272727272728
213,1824,0.06818181818181818
214,1695,0.1
214,1703,0.1
214,1705,0.1
214,1706,0.1
214,1715,0.1
214,1721,0.1
214,1749,0.1
214,1776,0.1
214,1802,0.1
214,1803,0.1
215,1695,0.009900990099009901
215,1698,0.009900990099009901
215,1703,0.04950495049504951
215,1706,0.0297029702970297
215,1708,0.019801980198019802
215,1710,0.019801980198019802
215,1714,0.019801980198019802
215,1717,0.019801980198019802
215,1719,0.0297029702970297
215,1720,0.04950495049504951
215,1721,0.0297029702970297
215,1727,0.04950495049504951
215,1730,0.019801980198019802
215,1733,0.019801980198019802
215,1735,0.019801980198019802
215,1738,0.0297029702970297
215,1740,0.019801980198019802
215,1742,0.019801980198019802
215,1752,0.04950495049504951
215,1753,0.019801980198019802
215,1759,0.019801980198019802
215,1763,0.019801980198019802
215,1766,0.04950495049504951
215,1768,0.0297029702970297
215,1772,0.039603960396039604
215,1773,0.04950495049504951
215,1786,0.0297029702970297
215,1787,0.009900990099009901
215,1792,0.019801980198019802
215,1799,0.009900990099009901
215,1815,0.04950495049504951
215,1817,0.0297029702970297
215,1821,0.019801980198019802
215,1835,0.019801980198019802
215,1852,0.04950495049504951
215,1853,0.019801980198019802
216,1695,0.08333333333333333
216,1710,0.16666666666666666
216,1718,0.16666666666666666
216,1743,0.08333333333333333
216,1746,0.16666666666666666
216,1757,0.16666666666666666
216,1780,0.16666666666666666
217,1695,0.07692307692307693
217,1698,0.07692307692307693
217,1705,0.07692307692307693
217,1731,0.07692307692307693
217,1735,0.07692307692307693
217,1753,0.07692307692307693
217,1766,0.07692307692307693
217,1780,0.07692307692307693
217,1783,0.07692307692307693
217,1796,0.07692307692307693
217,1804,0.07692307692307693
217,1843,0.07692307692307693
217,1845,0.07692307692307693
218,1695,0.058823529411764705
218,1698,0.058823529411764705
218,1705,0.058823529411764705
218,1707,0.058823529411764705
218,1708,0.058823529411764705
218,1716,0.058823529411764705
218,1720,0.058823529411764705
218,1722,0.058823529411764705
218,1728,0.058823529411764705
218,1734,0.058823529411764705
218,1735,0.058823529411764705
218,1780,0.058823529411764705
218,1792,0.058823529411764705
218,1804,0.058823529411764705
218,1832,0.058823529411764705
218,1835,0.058823529411764705
218,1836,0.058823529411764705
219,1695,0.07142857142857142
219,1701,0.14285714285714285
219,1703,0.14285714285714285
219,1708,0.07142857142857142
219,1755,0.07142857142857142
219,1757,0.07142857142857142
219,1760,0.07142857142857142
219,1768,0.14285714285714285
219,1780,0.07142857142857142
219,1788,0.07142857142857142
219,1792,0.07142857142857142
220,1695,0.07692307692307693
220,1700,0.07692307692307693
220,1716,0.15384615384615385
220,1726,0.15384615384615385
220,1735,0.15384615384615385
220,1743,0.07692307692307693
220,1760,0.15384615384615385
220,1851,0.15384615384615385
221,1695,0.09090909090909091
221,1705,0.18181818181818182
221,1715,0.18181818181818182
221,1749,0.18181818181818182
221,1752,0.18181818181818182
221,1769,0.18181818181818182
222,1695,0.02
222,1698,0.02
222,1722,0.1
222,1727,0.1
222,1730,0.1
222,1746,0.1
222,1759,0.1
222,1763,0.04
222,1764,0.04
222,1769,0.1
222,1787,0.06
222,1794,0.02
222,1843,0.1
222,1851,0.1
223,1695,0.07692307692307693
223,1700,0.07692307692307693
223,1703,0.07692307692307693
223,1705,0.07692307692307693
223,1733,0.07692307692307693
223,1755,0.07692307692307693
223,1764,0.07692307692307693
223,1765,0.07692307692307693
223,1768,0.07692307692307693
223,1788,0.07692307692307693
223,1803,0.07692307692307693
223,1804,0.07692307692307693
223,1819,0.07692307692307693
224,1695,0.023809523809523808
224,1705,0.11904761904761904
224,1710,0.11904761904761904
224,1715,0.047619047619047616
224,1716,0.11904761904761904
224,1722,0.11904761904761904
224,1742,0.023809523809523808
224,1743,0.023809523809523808
224,1752,0.047619047619047616
224,1757,0.047619047619047616
224,1780,0.09523809523809523
224,1782,0.047619047619047616
224,1791,0.047619047619047616
224,1819,0.11904761904761904
225,1695,0.02564102564102564
225,1704,0.07692307692307693
225,1705,0.07692307692307693
225,1707,0.07692307692307693
225,1731,0.07692307692307693
225,1736,0.02564102564102564
225,1740,0.07692307692307693
225,1744,0.07692307692307693
225,1745,0.07692307692307693
225,1752,0.07692307692307693
225,1757,0.07692307692307693
225,1780,0.07692307692307693
225,1791,0.07692307692307693
225,1793,0.07692307692307693
225,1811,0.02564102564102564
226,1695,0.09090909090909091
226,1703,0.18181818181818182
226,1705,0.09090909090909091
226,1755,0.18181818181818182
226,1768,0.18181818181818182
226,1788,0.09090909090909091
226,1829,0.18181818181818182
227,1695,0.025
227,1698,0.025
227,1699,0.1
227,1701,0.1
227,1707,0.025
227,1717,0.025
227,1720,0.025
227,1728,0.1
227,1752,0.025
227,1757,0.1
227,1758,0.075
227,1770,0.075
227,1789,0.05
227,1799,0.05
227,1814,0.075
227,1818,0.1
227,1828,0.025
228,1695,0.2
228,1698,0.2
228,1742,0.2
228,1780,0.2
228,1827,0.2
229,1695,0.14285714285714285
229,1698,0.14285714285714285
229,1703,0.14285714285714285
229,1720,0.14285714285714285
229,1758,0.14285714285714285
229,1775,0.14285714285714285
229,1829,0.14285714285714285
230,1695,0.022727272727272728
230,1705,0.09090909090909091
230,1706,0.09090909090909091
230,1707,0.06818181818181818
230,1715,0.09090909090909091
230,1717,0.09090909090909091
230,1736,0.022727272727272728
230,1740,0.09090909090909091
230,1749,0.06818181818181818
230,1757,0.06818181818181818
230,1775,0.06818181818181818
230,1780,0.09090909090909091
230,1781,0.022727272727272728
230,1782,0.09090909090909091
230,1787,0.022727272727272728
231,1695,0.038461538461538464
231,1701,0.15384615384615385
231,1703,0.038461538461538464
231,1708,0.15384615384615385
231,1733,0.15384615384615385
231,1755,0.19230769230769232
231,1768,0.19230769230769232
231,1780,0.038461538461538464
231,1788,0.038461538461538464
232,1695,0.3333333333333333
232,1705,0.3333333333333333
232,1743,0.3333333333333333
233,1695,0.02857142857142857
233,1699,0.08571428571428572
233,1704,0.08571428571428572
233,1707,0.08571428571428572
233,1736,0.02857142857142857
233,1745,0.08571428571428572
233,1752,0.08571428571428572
233,1780,0.08571428571428572
233,1790,0.08571428571428572
233,1791,0.08571428571428572
233,1813,0.08571428571428572
233,1821,0.08571428571428572
233,1843,0.08571428571428572
234,1695,0.1
234,1698,0.1
234,1699,0.1
234,1717,0.2
234,1722,0.3
234,1740,0.1
234,1746,0.1
235,1695,0.0028169014084507044
235,1698,0.0028169014084507044
235,1699,0.03943661971830986
235,1701,0.05352112676056338
235,1705,0.02535211267605634
235,1706,0.011267605633802818
235,1708,0.05352112676056338
235,1715,0.036619718309859155
235,1721,0.0028169014084507044
235,1722,0.0647887323943662
235,1728,0.008450704225352112
235,1733,0.0647887323943662
235,1737,0.036619718309859155
235,1740,0.0647887323943662
235,1753,0.0647887323943662
235,1766,0.056338028169014086
235,1775,0.02535211267605634
235,1780,0.0647887323943662
235,1786,0.014084507042253521
235,1791,0.02535211267605634
235,1792,0.05352112676056338
235,1804,0.0647887323943662
235,1814,0.011267605633802818
235,1817,0.014084507042253521
235,1821,0.008450704225352112
235,1827,0.0647887323943662
235,1854,0.0647887323943662
236,1695,0.0196078431372549
236,1698,0.0196078431372549
236,1701,0.058823529411764705
236,1703,0.0784313725490196
236,1707,0.058823529411764705
236,1718,0.0784313725490196
236,1730,0.058823529411764705
236,1734,0.058823529411764705
236,1746,0.058823529411764705
236,1764,0.058823529411764705
236,1796,0.0784313725490196
236,1805,0.058823529411764705
236,1806,0.0784313725490196
236,1813,0.058823529411764705
236,1843,0.0784313725490196
236,1851,0.0196078431372549
236,1852,0.0784313725490196
237,1695,0.0136986301369863
237,1698,0.0136986301369863
237,1699,0.0821917808219178
237,1701,0.0547945205479452
237,1703,0.0821917808219178
237,1708,0.0410958904109589
237,1712,0.0958904109589041
237,1716,0.1095890410958904
237,1728,0.0958904109589041
237,1733,0.0684931506849315
237,1757,0.0410958904109589
237,1758,0.0958904109589041
237,1760,0.1095890410958904
237,1780,0.0410958904109589
237,1840,0.0547945205479452
238,1695,0.030303030303030304
238,1698,0.030303030303030304
238,1699,0.06060606060606061
238,1702,0.06060606060606061
238,1705,0.06060606060606061
238,1706,0.06060606060606061
238,1710,0.030303030303030304
238,1719,0.06060606060606061
238,1720,0.030303030303030304
238,1725,0.06060606060606061
238,1727,0.06060606060606061
238,1730,0.06060606060606061
238,1752,0.06060606060606061
238,1759,0.06060606060606061
238,1771,0.030303030303030304
238,1780,0.030303030303030304
238,1783,0.030303030303030304
238,1791,0.06060606060606061
238,1812,0.06060606060606061
238,1817,0.030303030303030304
238,1828,0.030303030303030304
239,1695,0.05555555555555555
239,1698,0.05555555555555555
239,1699,0.05555555555555555
239,1707,0.05555555555555555
239,1708,0.05555555555555555
239,1710,0.05555555555555555
239,1727,0.05555555555555555
239,1728,0.05555555555555555
239,1729,0.05555555555555555
239,1730,0.05555555555555555
239,1746,0.05555555555555555
239,1758,0.05555555555555555
239,1769,0.05555555555555555
239,1780,0.05555555555555555
239,1792,0.05555555555555555
239,1805,0.05555555555555555
239,1814,0.05555555555555555
239,1843,0.05555555555555555
240,1695,0.009009009009009009
240,1698,0.009009009009009009
240,1699,0.07207207207207207
240,1701,0.02702702702702703
240,1704,0.07207207207207207
240,1705,0.02702702702702703
240,1707,0.02702702702702703
240,1709,0.07207207207207207
240,1712,0.018018018018018018
240,1725,0.05405405405405406
240,1733,0.05405405405405406
240,1740,0.05405405405405406
240,1742,0.02702702702702703
240,1748,0.018018018018018018
240,1752,0.05405405405405406
240,1753,0.05405405405405406
240,1760,0.018018018018018018
240,1766,0.05405405405405406
240,1780,0.07207207207207207
240,1822,0.018018018018018018
240,1827,0.07207207207207207
240,1841,0.06306306306306306
240,1854,0.05405405405405406
241,1695,0.0049504950495049506
241,1698,0.0049504950495049506
241,1699,0.039603960396039604
241,1704,0.039603960396039604
241,1705,0.039603960396039604
241,1709,0.009900990099009901
241,1710,0.009900990099009901
241,1714,0.009900990099009901
241,1715,0.039603960396039604
241,1717,0.04455445544554455
241,1728,0.039603960396039604
241,1730,0.039603960396039604
241,1733,0.039603960396039604
241,1740,0.039603960396039604
241,1746,0.039603960396039604
241,1747,0.039603960396039604
241,1749,0.039603960396039604
241,1758,0.039603960396039604
241,1759,0.039603960396039604
241,1762,0.04455445544554455
241,1765,0.01485148514851485
241,1766,0.039603960396039604
241,1772,0.009900990099009901
241,1774,0.039603960396039604
241,1775,0.039603960396039604
241,1782,0.039603960396039604
241,1787,0.0297029702970297
241,1789,0.034653465346534656
241,1806,0.039603960396039604
241,1817,0.009900990099009901
241,1821,0.039603960396039604
241,1849,0.019801980198019802
242,1695,0.01098901098901099
242,1698,0.01098901098901099
242,1699,0.03296703296703297
242,1704,0.03296703296703297
242,1705,0.03296703296703297
242,1709,0.03296703296703297
242,1710,0.03296703296703297
242,1714,0.03296703296703297
242,1715,0.03296703296703297
242,1717,0.03296703296703297
242,1728,0.02197802197802198
242,1730,0.03296703296703297
242,1733,0.03296703296703297
242,1740,0.03296703296703297
242,1746,0.03296703296703297
242,1747,0.03296703296703297
242,1749,0.03296703296703297
242,1753,0.01098901098901099
242,1758,0.02197802197802198
242,1759,0.03296703296703297
242,1762,0.03296703296703297
242,1765,0.03296703296703297
242,1766,0.03296703296703297
242,1772,0.03296703296703297
242,1774,0.03296703296703297
242,1775,0.03296703296703297
242,1780,0.01098901098901099
242,1782,0.03296703296703297
242,1787,0.02197802197802198
242,1789,0.03296703296703297
242,1806,0.03296703296703297
242,1817,0.03296703296703297
242,1821,0.03296703296703297
242,1849,0.03296703296703297
243,1695,0.023255813953488372
243,1701,0.09302325581395349
243,1702,0.09302325581395349
243,1705,0.046511627906976744
243,1706,0.046511627906976744
243,1707,0.09302325581395349
243,1710,0.046511627906976744
243,1715,0.023255813953488372
243,1720,0.09302325581395349
243,1734,0.09302325581395349
243,1736,0.023255813953488372
243,1749,0.023255813953488372
243,1764,0.09302325581395349
243,1780,0.09302325581395349
243,1798,0.09302325581395349
243,1813,0.023255813953488372
244,1695,0.06666666666666667
244,1698,0.06666666666666667
244,1701,0.13333333333333333
244,1740,0.13333333333333333
244,1741,0.13333333333333333
244,1752,0.13333333333333333
244,1760,0.13333333333333333
244,1783,0.13333333333333333
244,1819,0.06666666666666667
245,1695,0.015151515151515152
245,1698,0.015151515151515152
245,1701,0.015151515151515152
245,1703,0.07575757575757576
245,1705,0.030303030303030304
245,1706,0.07575757575757576
245,1708,0.045454545454545456
245,1710,0.030303030303030304
245,1715,0.030303030303030304
245,1720,0.030303030303030304
245,1722,0.045454545454545456
245,1725,0.07575757575757576
245,1727,0.045454545454545456
245,1730,0.06060606060606061
245,1742,0.030303030303030304
245,1747,0.030303030303030304
245,1749,0.030303030303030304
245,1755,0.045454545454545456
245,1758,0.045454545454545456
245,1759,0.030303030303030304
245,1768,0.015151515151515152
245,1780,0.030303030303030304
245,1782,0.030303030303030304
245,1785,0.030303030303030304
245,1805,0.06060606060606061
245,1824,0.030303030303030304
246,1695,0.016129032258064516
246,1698,0.016129032258064516
246,1703,0.06451612903225806
246,1707,0.06451612903225806
246,1708,0.06451612903225806
246,1711,0.06451612903225806
246,1712,0.06451612903225806
246,1715,0.06451612903225806
246,1717,0.06451612903225806
246,1720,0.06451612903225806
246,1722,0.06451612903225806
246,1749,0.06451612903225806
246,1763,0.06451612903225806
246,1765,0.06451612903225806
246,1767,0.06451612903225806
246,1793,0.06451612903225806
246,1835,0.06451612903225806
247,1695,0.015873015873015872
247,1697,0.047619047619047616
247,1702,0.047619047619047616
247,1708,0.031746031746031744
247,1714,0.047619047619047616
247,1717,0.047619047619047616
247,1725,0.047619047619047616
247,1728,0.015873015873015872
247,1736,0.015873015873015872
247,1738,0.047619047619047616
247,1752,0.047619047619047616
247,1758,0.015873015873015872
247,1761,0.047619047619047616
247,1763,0.031746031746031744
247,1765,0.047619047619047616
247,1771,0.031746031746031744
247,1787,0.031746031746031744
247,1790,0.047619047619047616
247,1791,0.047619047619047616
247,1792,0.031746031746031744
247,1795,0.047619047619047616
247,1810,0.047619047619047616
247,1816,0.047619047619047616
247,1821,0.031746031746031744
247,1835,0.031746031746031744
247,1856,0.047619047619047616
248,1695,0.0049261083743842365
248,1696,0.0049261083743842365
248,1697,0.04926108374384237
248,1699,0.0049261083743842365
248,1700,0.0049261083743842365
248,1701,0.0049261083743842365
248,1702,0.04926108374384237
248,1703,0.0049261083743842365
248,1708,0.04926108374384237
248,1710,0.0049261083743842365
248,1711,0.0049261083743842365
248,1714,0.04433497536945813
248,1717,0.04433497536945813
248,1722,0.0049261083743842365
248,1725,0.04433497536945813
248,1729,0.0049261083743842365
248,1736,0.0049261083743842365
248,1738,0.04926108374384237
248,1751,0.0049261083743842365
248,1752,0.04926108374384237
248,1758,0.04433497536945813
248,1761,0.0049261083743842365
248,1763,0.04926108374384237
248,1765,0.04926108374384237
248,1771,0.019704433497536946
248,1787,0.0049261083743842365
248,1790,0.04433497536945813
248,1791,0.04926108374384237
248,1792,0.04433497536945813
248,1795,0.024630541871921183
248,1810,0.019704433497536946
248,1816,0.04433497536945813
248,1821,0.04926108374384237
248,1835,0.04433497536945813
248,1842,0.019704433497536946
248,1856,0.04926108374384237
249,1695,0.015151515151515152
249,1698,0.015151515151515152
249,1699,0.045454545454545456
249,1700,0.045454545454545456
249,1703,0.015151515151515152
249,1705,0.045454545454545456
249,1707,0.045454545454545456
249,1708,0.045454545454545456
249,1717,0.045454545454545456
249,1729,0.045454545454545456
249,1730,0.045454545454545456
249,1737,0.045454545454545456
249,1739,0.045454545454545456
249,1746,0.045454545454545456
249,1753,0.045454545454545456
249,1765,0.045454545454545456
249,1767,0.045454545454545456
249,1772,0.045454545454545456
249,1775,0.045454545454545456
249,1777,0.045454545454545456
249,1792,0.045454545454545456
249,1813,0.045454545454545456
249,1831,0.045454545454545456
249,1854,0.045454545454545456
250,1703,0.07142857142857142
250,1706,0.07142857142857142
250,1708,0.07142857142857142
250,1714,0.07142857142857142
250,1722,0.07142857142857142
250,1723,0.07142857142857142
250,1732,0.07142857142857142
250,1746,0.07142857142857142
250,1763,0.07142857142857142
250,1777,0.07142857142857142
250,1794,0.07142857142857142
250,1825,0.07142857142857142
250,1838,0.07142857142857142
250,1857,0.07142857142857142
251,1695,0.06666666666666667
251,1698,0.06666666666666667
251,1699,0.13333333333333333
251,1701,0.13333333333333333
251,1707,0.13333333333333333
251,1714,0.13333333333333333
251,1744,0.06666666666666667
251,1794,0.13333333333333333
251,1804,0.13333333333333333
252,1696,0.14285714285714285
252,1717,0.14285714285714285
252,1723,0.14285714285714285
252,1732,0.14285714285714285
252,1738,0.14285714285714285
252,1786,0.14285714285714285
252,1815,0.14285714285714285
253,1695,0.2
253,1755,0.2
253,1760,0.2
253,1768,0.2
253,1788,0.2
254,1696,0.05
254,1699,0.05
254,1714,0.1
254,1717,0.05
254,1723,0.05
254,1730,0.1
254,1732,0.05
254,1748,0.05
254,1751,0.05
254,1759,0.1
254,1785,0.1
254,1786,0.05
254,1801,0.05
254,1815,0.05
254,1839,0.05
254,1847,0.05
255,1695,0.07692307692307693
255,1702,0.15384615384615385
255,1717,0.23076923076923078
255,1736,0.07692307692307693
255,1740,0.23076923076923078
255,1853,0.23076923076923078
256,1695,0.07692307692307693
256,1698,0.07692307692307693
256,1706,0.15384615384615385
256,1728,0.15384615384615385
256,1737,0.15384615384615385
256,1742,0.15384615384615385
256,1796,0.07692307692307693
256,1812,0.15384615384615385
257,1695,0.1111111111111111
257,1696,0.1111111111111111
257,1697,0.1111111111111111
257,1712,0.1111111111111111
257,1717,0.1111111111111111
257,1736,0.1111111111111111
257,1770,0.1111111111111111
257,1786,0.1111111111111111
257,1856,0.1111111111111111
258,1695,0.05263157894736842
258,1698,0.05263157894736842
258,1699,0.05263157894736842
258,1700,0.05263157894736842
258,1704,0.05263157894736842
258,1706,0.05263157894736842
258,1707,0.05263157894736842
258,1712,0.05263157894736842
258,1714,0.05263157894736842
258,1717,0.05263157894736842
258,1720,0.05263157894736842
258,1728,0.05263157894736842
258,1729,0.05263157894736842
258,1739,0.05263157894736842
258,1758,0.05263157894736842
258,1763,0.05263157894736842
258,1775,0.05263157894736842
258,1794,0.05263157894736842
258,1813,0.05263157894736842
259,1695,0.012345679012345678
259,1696,0.024691358024691357
259,1697,0.037037037037037035
259,1698,0.012345679012345678
259,1699,0.037037037037037035
259,1700,0.037037037037037035
259,1704,0.037037037037037035
259,1706,0.037037037037037035
259,1709,0.037037037037037035
259,1712,0.037037037037037035
259,1713,0.037037037037037035
259,1714,0.037037037037037035
259,1716,0.037037037037037035
259,1717,0.037037037037037035
259,1719,0.037037037037037035
259,1720,0.037037037037037035
259,1728,0.037037037037037035
259,1729,0.037037037037037035
259,1735,0.037037037037037035
259,1738,0.037037037037037035
259,1739,0.037037037037037035
259,1758,0.037037037037037035
259,1762,0.037037037037037035
259,1763,0.037037037037037035
259,1771,0.024691358024691357
259,1775,0.037037037037037035
259,1794,0.037037037037037035
259,1803,0.037037037037037035
259,1813,0.037037037037037035
260,1695,0.1
260,1698,0.1
260,1711,0.1
260,1720,0.1
260,1722,0.1
260,1746,0.1
260,1763,0.1
260,1765,0.1
260,1789,0.1
260,1851,0.1
261,1695,0.09090909090909091
261,1698,0.09090909090909091
261,1704,0.09090909090909091
261,1706,0.09090909090909091
261,1709,0.09090909090909091
261,1724,0.09090909090909091
261,1733,0.09090909090909091
261,1738,0.09090909090909091
261,1741,0.09090909090909091
261,1744,0.09090909090909091
261,1793,0.09090909090909091
262,1703,0.11538461538461539
262,1706,0.11538461538461539
262,1707,0.11538461538461539
262,1708,0.11538461538461539
262,1718,0.11538461538461539
262,1723,0.038461538461538464
262,1732,0.038461538461538464
262,1746,0.11538461538461539
262,1806,0.11538461538461539
262,1814,0.11538461538461539
263,1695,0.03571428571428571
263,1699,0.03571428571428571
263,1706,0.03571428571428571
263,1708,0.07142857142857142
263,1713,0.03571428571428571
263,1715,0.03571428571428571
263,1717,0.10714285714285714
263,1719,0.03571428571428571
263,1728,0.07142857142857142
263,1730,0.03571428571428571
263,1736,0.03571428571428571
263,1739,0.03571428571428571
263,1752,0.07142857142857142
263,1763,0.03571428571428571
263,1769,0.03571428571428571
263,1790,0.07142857142857142
263,1792,0.07142857142857142
263,1798,0.03571428571428571
263,1833,0.10714285714285714
264,1695,0.05
264,1696,0.05
264,1699,0.05
264,1703,0.05
264,1704,0.05
264,1706,0.05
264,1708,0.05
264,1712,0.05
264,1714,0.05
264,1720,0.05
264,1722,0.05
264,1736,0.05
264,1738,0.05
264,1786,0.05
264,1792,0.05
264,1810,0.05
264,1811,0.05
264,1815,0.05
264,1853,0.05
264,1856,0.05
265,1695,0.1111111111111111
265,1707,0.1111111111111111
265,1718,0.1111111111111111
265,1726,0.1111111111111111
265,1747,0.1111111111111111
265,1776,0.1111111111111111
265,1777,0.1111111111111111
